codigo,asignatura,creditos,prerrequisitos,tipo,estado,nota,veces llevado,area,ciclo
TFR042,Fisioterapia en Patologías Oseas y Partes Blandas,4,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 07
TFR043,Fisioterapia en Pediatría 2,3,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 07
TFR044,Neurorehabilitación en Adultos,4,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 07
TFR045,Fisioterapia en Atención Primaria y Comunitaria,4,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 07
TFR046,Electivo General 5,1,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 07
TFR047,Gestión y Administración en Servicios de Salud en Tecnología Médica,3,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 08
TFR048,Taller de Investigación en Salud 2,3,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 08
TFR049,Fisioterapia Cardiorrespiratoria,4,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 08
TFR050,Fisioterapia en el Adulto Mayor,4,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 08
TFR051,Fisioterapia Deportiva,3,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 08
TFR052,Ayudas Biomecánicas y Salud Ocupacional,3,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 08
TFR053,Electivo Transversal 1,3,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 08
TFR054,Internado en Terapia Física y Rehabilitación 1,22,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 09
TFR055,Internado en Terapia Física y Rehabilitación 2,22,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 10
